ICD_CODE,NAME
20810,"Chronic leukemia of unspecified cell type, without mention of remission"
20811,"Chronic leukemia of unspecified cell type, in remission"
2082,*Subacute leukemia of unspecified cell type
20820,"Subacute leukemia of unspecified cell type, without mention of remission"
20821,"Subacute leukemia of unspecified cell type, in remission"
2088,*Other leukemia of unspecified cell type
20880,"Other leukemia of unspecified cell type, without mention of remission"
20881,"Other leukemia of unspecified cell type, in remission"
2089,*Unspecified leukemia
20890,"Unspecified leukemia, without mention of remission"
20891,"Unspecified leukemia, in remission"
210,"*Benign neoplasm of lip, oral cavity and pharynx"
2100,Benign neoplasm of lip
2101,Benign neoplasm of tongue
2102,Benign neoplasm of major salivary glands
2103,Benign neoplasm of floor of mouth
2104,Benign neoplasm of other and unspecified parts of mouth
2105,Benign neoplasm of tonsil
2106,Benign neoplasm of other parts of oropharynx
2107,Benign neoplasm of nasopharynx
2108,Benign neoplasm of hypopharynx
2109,"Benign neoplasm of pharynx, unspecified"
211,*Benign neoplasm of other parts of digestive system
2110,Benign neoplasm of esophagus
2111,Benign neoplasm of stomach
2112,"Benign neoplasm of duodenum, jejunum, and ileum"
2113,Benign neoplasm of colon
2114,Benign neoplasm of rectum and anal canal
2115,Benign neoplasm of liver and biliary passages
2116,"Benign neoplasm of pancreas, except islets of Langerhans"
2117,Benign neoplasm of islets of Langerhans
2118,Benign neoplasm of retroperitoneum and peritoneum
2119,Benign neoplasm of other and unspecified site of digestive system
212,*Benign neoplasm of respiratory and intrathoracic organs
2120,"Benign neoplasm of nasal cavities, middle ear and accessory sinuses"
2121,Benign neoplasm of larynx
2122,Benign neoplasm of trachea
2123,Benign neoplasm of bronchus and lung
2124,Benign neoplasm of pleura
2125,Benign neoplasm of mediastinum
2126,Benign neoplasm of thymus
2127,Benign neoplasm of heart
2128,Benign neoplasm of other specified sites of respiratory and intrathoracic organs
2129,"Benign neoplasm of respiratory and intrathoracic organs, site unspecified"
213,*Benign neoplasm of bone and articular cartilage
2130,Benign neoplasm of bones of skull and face
2131,Benign neoplasm of lower jaw bone
2132,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
2133,"Benign neoplasm of ribs, sternum and clavicle"
2134,Benign neoplasm of scapula and long bones of upper limb
2135,Benign neoplasm of short bones of upper limb
2136,"Benign neoplasm of pelvic bones, sacrum and coccyx"
2137,Benign neoplasm of long bones of lower limb
2138,Benign neoplasm of short bones of lower limb
2139,"Benign neoplasm of bone and articular cartilage, site unspecified"
214,*Lipoma
2140,Lipoma of skin and subcutaneous tissue of face
2141,Lipoma of other skin and subcutaneous tissue
2142,Lipoma of intrathoracic organs
2143,Lipoma of intra-abdominal organs
2144,Lipoma of spermatic cord
2148,Lipoma of other specified sites
2149,"Lipoma, unspecified site"
215,*Other benign neoplasm of connective and other soft tissue
2150,"Benign neoplasm of connective and other soft tissue of head, face and neck"
2152,"Benign neoplasm of connective and other soft tissue of upper limb, including shoulder"
2153,"Benign neoplasm of connective and other soft tissue of lower limb, including hip"
2154,Benign neoplasm of connective and other soft tissue of thorax
2155,Benign neoplasm of connective and other soft tissue of abdomen
2156,Benign neoplasm of connective and other soft tissue of pelvis
2157,"Benign neoplasm of connective and other soft tissue of trunk, unspecified"
2158,Benign neoplasm of connective and other soft tissue of other specified sites
2159,"Benign neoplasm of connective and other soft tissue, site unspecified"
216,*Benign neoplasm of skin
2160,Benign neoplasm of skin of lip
2161,"Benign neoplasm of eyelid, including canthus"
2162,Benign neoplasm of skin of ear and external auditory canal
2163,Benign neoplasm of skin of other and unspecified parts of face
2164,Benign neoplasm of scalp and skin of neck
2165,"Benign neoplasm of skin of trunk, except scrotum"
2166,"Benign neoplasm of skin of upper limb, including shoulder"
2167,"Benign neoplasm of skin of lower limb, including hip"
2168,Benign neoplasm of other specified sites of skin
2169,"Benign neoplasm of skin, site unspecified"
217,Benign neoplasm of breast
218,*Uterine leiomyoma
2180,Submucous leiomyoma of uterus
2181,Intramural leiomyoma of uterus
2182,Subserous leiomyoma of uterus
2189,"Leiomyoma of uterus, unspecified"
219,*Other benign neoplasm of uterus
2190,Benign neoplasm of cervix uteri
2191,Benign neoplasm of corpus uteri
2198,Benign neoplasm of other specified parts of uterus
2199,"Benign neoplasm of uterus, part unspecified"
220,Benign neoplasm of ovary
221,*Benign neoplasm of other female genital organs
2210,Benign neoplasm of fallopian tube and uterine ligaments
2211,Benign neoplasm of vagina
2212,Benign neoplasm of vulva
2218,Benign neoplasm f other specified sites of female genital organs
2219,"Benign neoplasm of female genital organ, site unspecified"
222,*Benign neoplasm of male genital organs
2220,Benign neoplasm of testis
2221,Benign neoplasm of penis
2222,Benign neoplasm of prostate
2223,Benign neoplasm of epididymis
2224,Benign neoplasm of scrotum
2228,Benign neoplasm of other specified sites of male genital organs
2229,"Benign neoplasm of male genital organs, site unspecified"
223,*Benign neoplasm of kidney and other urinary organs
2230,"Benign neoplasm of kidney, except pelvis"
2231,Benign neoplasm of renal pelvis
2232,Benign neoplasm of ureter
2233,Benign neoplasm of bladder
2238,*Benign neoplasm of other specified sites of urinary organs
22381,Benign neoplasm of urethra
22389,Benign neoplasm of other specified sites of urinary organs
2239,"Benign neoplasm of urinary organs, site unspecified"
224,*Benign neoplasm of eye
2240,"Benign neoplasm of eyeball, except conjunctiva, cornea, retina and choroid"
2241,Benign neoplasm of orbit
2242,Benign neoplasm of lacrimal gland
2243,Benign neoplasm of conjunctiva
2244,Benign neoplasm of cornea
2245,Benign neoplasm of retina
2246,Benign neoplasm of choroid
2247,Benign neoplasm of lacrimal duct
2248,Benign neoplasm of other specified parts of eye
2249,"Benign neoplasm of eye, part unspecified"
225,*Benign neoplasm of brain and other parts of nervous system
2250,Benign neoplasm of brain
2251,Benign neoplasm of cranial nerves
2252,Benign neoplasm of cerebral meninges
2253,Benign neoplasm of spinal cord
2254,Benign neoplasm of spinal meninges
2258,Benign neoplasm of other specified sites of nervous system
2259,"Benign neoplasm of nervous system, part unspecified"
226,Benign neoplasm of thyroid glands
227,*Benign neoplasm of other endocrine glands and related structures
2270,Benign neoplasm of suprarenal gland
2271,Benign neoplasm of parathyroid gland
2273,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)
2274,Benign neoplasm of pineal gland
2275,Benign neoplasm of carotid body
2276,Benign neoplasm of aortic body and other paraganglia
2278,Benign neoplasm of other endocrine glands and related structures
2279,"Benign neoplasm of endocrine gland, site unspecified"
228,"*Hemangioma and lymphangioma, any site"
2280,"*Hemangioma, any site"
22800,Hemangioma of unspecified site
22801,Hemangioma of skin and subcutaneous tissue
22802,Hemangioma of intracranial structures
22803,Hemangioma of retina
22804,Hemangioma of intra-abdominal structures
22809,"Hemangioma, other sites"
2281,"Lymphangioma, any site"
229,*Benign neoplasm of other and unspecified sites
2290,Benign neoplasm of lymph nodes
2298,Benign neoplasm of other specified sites
2299,"Benign neoplasm, site unspecified"
230,*Carcinoma in situ of digestive organs
2300,"Carcinoma in situ of lip, oral cavity and pharynx"
2301,Carcinoma in situ of esophagus
2302,Carcinoma in situ of stomach
2303,Carcinoma in situ of colon
2304,Carcinoma in situ of rectum
2305,Carcinoma in situ of anal canal
2306,"Carcinoma in situ of anus, unspecified"
2307,Carcinoma in situ of other and unspecified parts of intestine
2308,Carcinoma in situ of liver and biliary system
2309,Carcinoma in situ of other and unspecified digestive organs
231,*Carcinoma in situ of respiratory system
2310,Carcinoma in situ of larynx
2311,Carcinoma in situ of trachea
2312,Carcinoma in situ of bronchus and lung
2318,Carcinoma in situ of other specified parts of respiratory system
2319,"Carcinoma in situ of respiratory system, part unspecified"
232,*Carcinoma in situ of skin
2320,Carcinoma in situ of skin of lip
2321,"Carcinoma in situ of eyelid, including canthus"
2322,Carcinoma in situ of ear and external auditory canal
2323,Carcinoma in situ of skin of other and unspecified parts of face
2324,Carcinoma in situ of scalp and skin of neck
2325,"Carcinoma in situ of skin of trunk, except scrotum"
2326,"Carcinoma in situ of skin of upper limb, including shoulder"
2327,"Carcinoma in situ of skin of lower limb, including hip"
2328,Carcinoma in situ of other specified sites of skin
2329,"Carcinoma in situ of skin, site unspecified"
233,*Carcinoma in situ of breast and genitourinary system
2330,Carcinoma in situ of breast
2331,Carcinoma in situ of cervix uteri
2332,Carcinoma in situ of other and unspecified parts of uterus
2333,Carcinoma in situ of other and unspecified female genital organs
2334,Carcinoma in situ of prostate
2335,Carcinoma in situ of penis
2336,Carcinoma in situ of other and unspecified male genital organs
2337,Carcinoma in situ of bladder
2339,Carcinoma in situ of other and unspecified urinary organs
234,*Carcinoma in situ of other and unspecified sites
2340,Carcinoma in situ of eye
2348,Carcinoma in situ of other specified sites
2349,"Carcinoma in situ, site unspecified"
235,*Neoplasm of uncertain behavior of digestive and respiratory systems
2350,Neoplasm of uncertain behavior of major salivary glands
2351,"Neoplasm of uncertain behavior of lip, oral cavity and pharynx"
2352,"Neoplasm of uncertain behavior of stomach, intestines and rectum"
2353,Neoplasm of uncertain behavior of liver and biliary passage
2354,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
2355,Neoplasm of uncertain behavior of other and unspecified digestive organs
2356,Neoplasm of uncertain behavior of larynx
2357,"Neoplasm of uncertain behavior of trachea, bronchus and lung"
2358,"Neoplasm of uncertain behavior of pleura, thymus and mediastinum"
2359,Neoplasm of uncertain behavior of other and unspecified respiratory organs
236,*Neoplasm of uncertain behavior of genitourinary organs
2360,Neoplasm of uncertain behavior of uterus
2361,Neoplasm of uncertain behavior of placenta
2362,Neoplasm of uncertain behavior of ovary
2363,Neoplasm of uncertain behavior of other and unspecified female genital organs
2364,Neoplasm of uncertain behavior of testis
2365,Neoplasm of uncertain behavior of prostate
2366,Neoplasm of uncertain behavior of other and unspecified male genital organs
2367,Neoplasm of uncertain behavior of bladder
2369,*Neoplasm of uncertain behavior of other and unspecified urinary organs
23690,"Neoplasm of uncertain behavior of urinary organ, unspecified"
23691,Neoplasm of uncertain behavior of kidney and ureter
23699,Neoplasm of uncertain behavior of other urinary organs
237,*Neoplasm of uncertain behavior of endocrine glands and nervous system
2370,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
2371,Neoplasm of uncertain behavior of pineal gland
2372,Neoplasm of uncertain behavior of adrenal gland
2373,Neoplasm of uncertain behavior of paraganglia
2374,  Neoplasm of uncertain behavior of other and unspecified endocrine glands
2375,Neoplasm of uncertain behavior of brain and spinal cord
2376,Neoplasm of uncertain behavior of meninges
2377,*Neoplasm of uncertain behavior of neurofibromatosis
23770,"Neurofibromatosis, unspecified"
23771,"Neurofibromatosis, Type ¢¹¡£von Recklinghausen's disease¡¤"
23772,"Neurofibromatosis, Type ¢º[acoustic neurofibromatosis]"
2379,Neoplsm of uncertain behavior of other and unspecified parts of nervous system
238,*Neoplasm of uncertain behavior of other and unspecified sites and tissues
2380,Neoplasm of uncertain behavior of bone and articular cartilage
2381,Neoplasm of uncertain behavior of connective and other soft tissue
2382,Neoplasm of uncertain behavior of skin
2383,Neoplasm of uncertain behavior of breast
2384,Neoplasm of uncertain behavior of polycythemia vera
2385,Neoplasm of uncertain behavior of histiocytic and mast cells
2386,Neoplasm of uncertain behavior of plasma cells
2387,Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues
2388,Neoplasm of uncertain behavior of other specified sites
2389,"Neoplasm of uncertain behavior, site unspecified"
239,*Neoplasm of unspecified nature
2390,Neoplasm of unspecified nature of digestive system
2391,Neoplasm of unspecified nature of respiratory system
2392,"Neoplasm of unspecified nature of bone, soft tissue and skin"
2393,Neoplasm of unspecified nature of breast
2394,Neoplasm of unspecified nature of bladder
2395,Neoplasm of unspecified nature of other genitourinary organs
2396,Neoplasm of unspecified nature of brain
2397,"Neoplasm of unspecified nature of endocrine glands, and other parts of nervous system"
2398,Neoplasm of unspecified nature of other specified sites
2399,"Neoplasm of unspecified nature, site unspecified"
240,*Simple and unspecified goiter
2400,"Goiter, specified as simple"
2409,"Goiter, unspecified"
241,*Nontoxic nodular goiter
2410,Nontoxic uninodular goiter
2411,Nontoxic multinodular goiter
2419,Unspecified nontoxic nodular goiter
242,*Thyrotoxicosis with or without goiter
2420,*Toxic diffuse goiter
24200,Toxic diffuse goiter without mention of thyrotoxic crisis or storm
24201,Toxic diffuse goiter with mention of thyrotoxic crisis or storm
2421,*Toxic uninodular goiter
24210,Toxic uninodular goiter without mention of thyrotoxic crisis or storm
24211,Toxic uninodular goiter with mention of thyrotoxic crisis or storm
2422,*Toxic multinodular goiter
24220,Toxic multinodular goiter without mention of thyrotoxic crisis or storm
24221,Toxic multinodular goiter with mention of thyrotoxic crisis or storm
2423,"*Toxic nodular goiter, unspecified"
24230,"Toxic nodular goiter, unspecified, without mention of thyrotoxic crisis or storm"
24231,"Toxic nodular goiter, unspecified, with mention of thyrotoxic crisis or storm"
2424,*Thyrotoxicosis from ectopic thyroid nodule
24240,Thyrotoxicosis from ectopic thyroid nodule without mention of thyrotoxic crisis or storm
24241,Thyrotoxicosis from ectopic thyroid nodule with mention of thyrotoxiccrisis or storm
2428,*Thyrotoxicosis of other specified origin
24280,Thyrotoxicosis of other specified origin without mention of thyrotoxic crisis or storm
24281,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm
2429,*Thyrotoxicosis without mention of goiter or other cause
24290,"Thyrotoxicosis without mention of goiter or other cause, without mention of thyrotoxic crisis or storm"
24291,"Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm"
243,Congenital hypothyroidism
244,*Acquired hypothyroidism
2440,Postsurgical hypothyroidism
2441,Other postablative hypothyroidism
2442,Iodine hypothyroidism
2443,Other iatrogenic hypothyroidism
2448,Other specified acquired hypothyroidism
2449,Unspecified hypothyroidism
245,*Thyroiditis
2450,Acute thyroiditis
2451,Subacute thyroiditis
2452,Chronic lymphocytic thyroiditis
2453,Chronic fibrous thyroiditis
2454,Iatrogenic thyroiditis
2458,Other and unspecified chronic thyroiditis
2459,"Thyroiditis, unspecified"
246,*Other disorders of thyroid
2460,Disorders of thyrocalcitonin secretion
2461,Dyshormonogenic goiter
2462,Cyst of thyroid
2463,Hemorrhage and infarction of thyroid
2468,Other specified disorders of thyroid
2469,Unspecified disorder of thyroid
250,*Diabetes mellitus
2500,*Diabetes mellitus without mention of complication
25000,"Diabetes mellitus without mention of complication, Type II [non-insulin dependent type][NIDDM type] [ adult-onset type] or unspecified type, not stated as uncontrolled"
25001,"Diabetes mellitus without mention of complication, Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled"
25002,"Diabetes mellitus without mention of complication, Type II [non-insulin dependent type] [NIDDM type] [ adult-onset type ] or unspecified type, uncontrolled"
25003,"Diabetes mellitus without mention of complication, Type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled"
2501,*Diabetes with ketoacidosis
25010,"Diabetes with ketoacidosis, Type II [non-insulin dependent type] [NIDDM type][adult-onset type ] or unspecified type, not stated as uncontrolled"
25011,"Diabetes with ketoacidosis, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25012,"Diabetes with ketoacidosis, Type II [non-insulin dependent type][NIDDM type][adult-onset type ] or unspecified type, uncontrolled"
25013,"Diabetes with ketoacidosis, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2502,*Diabetes with hyperosmolar coma
25020,"Diabetes with hyperosmolar coma, Type II [non-insulin dependent type][NIDDM type][adult-onset type ] or unspecified type ,not stated as uncontrolled"
25021,"Diabetes with hyperosmolar coma, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25022,"Diabetes with hyperosmolar coma, Type II [non-insulin dependent type][NIDDM type][ adult-onset type ] or unspecified type, uncontrolled"
25023,"Diabetes with hyperosmolar coma, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2503,*Diabetes with other coma
25030,"Diabetes with other coma, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type ,not stated as uncontrolled"
25031,"Diabetes with other coma, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25032,"Diabetes with other coma, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, uncontrolled"
25033,"Diabetes with other coma, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2504,*Diabetes with renal manifestations
25040,"Diabetes with renal manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type ,not stated as uncontrolled"
25041,"Diabetes with renal manifestations, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25042,"Diabetes with renal manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, uncontrolled"
25043,"Diabetes with renal manifestations, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2505,*Diabetes with ophthalmic manifestations
25050,"Diabetes with ophthalmic manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type ] or unspecified type ,not stated as uncontrolled"
25051,"Diabetes with ophthalmic manifestations, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25052,"Diabetes with ophthalmic manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type ] or unspecified type, uncontrolled"
25053,"Diabetes with ophthalmic manifestations, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2506,*Diabetes with neurological manifestations
25060,"Diabetes with neurological manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type ,not stated as uncontrolled"
25061,"Diabetes with neurological manifestations, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25062,"Diabetes with neurological manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, uncontrolled"
25063,"Diabetes with neurological manifestations, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2507,*Diabetes with peripheral circulatory disorders
25070,"Diabetes with peripheral circulatory disorders, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type ,not stated as uncontrolled"
25071,"Diabetes with peripheral circulatory disorders, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25072,"Diabetes with peripheral circulatory disorders, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, uncontrolled"
25073,"Diabetes with peripheral circulatory disorders, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2508,*Diabetes with other specified manifestations
25080,"Diabetes with other specified manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, not stated as uncontrolled"
25081,"Diabetes with other specified manifestations, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25082,"Diabetes with other specified manifestations, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, uncontrolled"
25083,"Diabetes with other specified manifestations, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
2509,*Diabetes with unspecified complication
25090,"Diabetes with unspecified complication, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, not stated as uncontrolled"
25091,"Diabetes with unspecified complication, Type I [insulin dependent type][IDDM][juvenile type], not stated as uncontrolled"
25092,"Diabetes with unspecified complication, Type II [non-insulin dependent type][NIDDM type][adult-onset type] or unspecified type, uncontrolled"
25093,"Diabetes with unspecified complication, Type I [insulin dependent type][IDDM][juvenile type], uncontrolled"
251,*Other disorders of pancreatic internal secretion
2510,Hypoglycemic coma
2511,Other specified hypoglycemia
2512,"Hypoglycemia, unspecified"
2513,Postsurgical hypoinsulinemia
2514,Abnormality of secretion of glucagon
2515,Abnormality of secretion of gastrin
2518,Other specified disorders of pancreatic internal secretion
2519,Unspecified disorder of pancreatic internal secretion
252,*Disorders of parathyroid gland
2520,Hyperparathyroidism
2521,Hypoparathyroidism
2528,Other specified disorders of parathyroid gland
2529,Unspecified disorder of parathyroid gland
253,*Disorders of the pituitary gland and its hypothalamic control
2530,Acromegaly and gigantism
2531,Other and unspecified anterior pituitary hyperfunction
2532,Panhypopituitarism
2533,Pituitary dwarfism
2534,Other anterior pituitary disorders
2535,Diabetes insipidus
2536,Other disorders of neurohypophysis
2537,Iatrogenic pituitary disorders
2538,Other disorders of the pituitary and other syndromes of diencephalohypophyseal origin
2539,Unspecified disorders of the pituitary gland and its hypothalamic control
254,*Diseases of thymus gland
2540,Persistent hyperplasia of thymus
2541,Abscess of thymus
2548,Other specified diseases of thymus gland
2549,Unspecified disease of thymus gland
255,*Disorders of adrenal glands
2550,Cushing's syndrome
2551,Hyperaldosteronism
2552,Adrenogenital disorders
2553,Other corticoadrenal overactivity
2554,Corticoadrenal insufficiency
2555,Other adrenal hypofunction
2556,Medulloadrenal hyperfunction
2558,Other specified disorder of adrenal glands
2559,Unspecified disorder of adrenal glands
256,*Ovarian dysfunction
2560,Hyperestrogenism
2561,Other ovarian hyperfunction
2562,Postablative ovarian failure
2563,Other ovarian failure
2564,Polycystic ovaries
2568,Other ovarian dysfunction
2569,Unspecified ovarian dysfunction
257,*Testicular dysfunction
2570,Testicular hyperfunction
2571,Postablative testicular hypofunction
2572,Other testicular hypofunction
2578,Other testicular dysfunction
2579,Unspecified testicular dysfunction
258,*Polyglandular dysfunction and related disorders
2580,Polyglandular activity in multiple endocrine adenomatosis
2581,Other combinations of endocrine dysfunction
2588,Other specified polyglandular dysfunction
2589,"Polyglandular dysfunction, unspecified"
259,*Other endocrine disorders
2590,"Delay in sexual development and puberty, not elsewhere classified"
2591,"Precocious sexual development and puberty, not elsewhere classified"
2592,Carcinoid syndrome
2593,"Ectopic hormone secretion, not elsewhere classified"
2594,"Dwarfism, not elsewhere classified"
2598,Other specified endocrine disorders
2599,Unspecified endocrine disorder
260,Kwashiorkor
261,Nutritional marasmus
262,Other severe protein-calorie malnutrition
263,*Other and unspecified protein-calorie malnutrition
2630,Malnutrition of moderate degree
2631,Malnutrition of mild degree
2632,Arrested development following protein-calorie malnutrition
2638,Other protein-calorie malnutrition
2639,Unspecified protein-calorie malnutrition
264,*Vitamin A deficiency
2640,Vitamin A deficiency with conjunctival xerosis
2641,Vitamin A deficiency with conjunctival xerosis and Bitot's spot
2642,Vitamin A deficiency with corneal xerosis
2643,Vitamin A deficiency with corneal ulceration and xerosis
2644,Vitamin A deficiency with keratomalacia
2645,Vitamin A deficiency with night blindness
2646,Vitamin A deficiency with xerophthalmic scars of cornea
2647,Other ocular manifestations of vitamin A deficiency
2648,Other manifestations of vitamin A deficiency
2649,Unspecified vitamin A deficiency
265,*Thiamine and niacin deficiency states
2650,Beriberi
2651,Other and unspecified manifestations of thiamine deficiency
2652,Pellagra
266,*Deficiency of B -complex components
2660,Ariboflavinosis
2661,Vitamin B6 deficiency
2662,Other B -complex deficiencies
2669,Unspecified vitamin B deficiency
267,Ascorbic acid deficiency
268,*Vitamin D deficiency
2680,"Rickets, active"
2681,"Rickets, late effect"
2682,"Osteomalacia, unspecified"
2689,Unspecified vitamin D deficiency
269,*Other nutritional deficiencies
2690,Deficiency of vitamin K
2691,Deficiency of other vitamins
2692,Unspecified vitamin deficiency
2693,"Mineral deficiency, not elsewhere classified"
2698,Other nutritional deficiency
2699,Unspecified nutritional deficiency
270,*Disorders of amino-acid transport and metabolism
2700,Disturbances of amino-acid transport
2701,Phenylketonuria¡£PKU¡¤
2702,Other disturbances of aromatic amino-acid metabolism
2703,Disturbances of branched-chain amino-acid metabolism
2704,Disturbances of sulphur-bearing amino-acid metabolism
2705,Disturbances of histidine metabolism
2706,Disorders of urea cycle metabolism
2707,Other disturbances of straight-chain amino-acid metabolism
2708,Other specified disorders of amino-acid metabolism
2709,Unspecified disorder of amino-acid metabolism
271,*Disorders of carbohydrate transport and metabolism
2710,Glycogenosis
2711,Galactosemia
2712,Hereditary fructose intolerance
2713,Intestinal disaccharidase deficiencies and disaccharide malabsorption
2714,Renal glycosuria
2718,Other specified disorders of carbohydrate transport and metabolism
2719,Unspecified disorder of carbohydrate transport and metabolism
272,*Disorders of lipoid metabolism
2720,Pure hypercholesterolemia
2721,Pure hyperglyceridemia
2722,Mixed hyperlipidemia
2723,Hyperchylomicronemia
2724,Other and unspecified hyperlipidemia
2725,Lipoprotein deficiencies
2726,Lipodystrophy
2727,Lipidoses
2728,Other disorders of lipoid metabolism
2729,Unspecified disorders of lipoid metabolism
273,*Disorders of plasma protein metabolism
2730,Polyclonal hypergammaglobulinemia
2731,Monoclonal paraproteinemia
2732,Other paraproteinemias
2733,Macroglobulinemia
2738,Other disorders of plasma protein metabolism
2739,Unspecified disorder of plasma protein metabolism
274,*Gout
2740,Gouty arthropathy
2741,*Gouty nephropathy
27410,"Gouty nephropathy, unspecified"
27411,Uric acid nephrolithiasis
27419,Other gouty nephropathy
2748,*Gout with other manifestations
27481,Gouty tophi of ear
27482,Gouty tophi of other sites
27489,Gout with other specified manifestations
2749,"Gout, unspecified"
275,*Disorders of mineral metabolism
2750,Disorders of iron metabolism
2751,Disorders of copper metabolism
2752,Disorders of magnesium metabolism
2753,Disorders of phosphorus metabolism
2754,*Disorders of calcium metabolism
27540,Unspecified disorders of calcium metabolism
27541,"Disorders of calcium metabolism, Hypocalcemia"
27542,"Disorders of calcium metabolism, Hypercalcemia"
27549,Other disorders of calcium metabolism
2758,Other specified disorders of mineral metabolism
2759,Unspecified disorder of mineral metabolism
276,"*Disorders of fluid, electrolyte and acid-base balance"
2760,Hyperosmolality and/or hypernatremia
2761,Hyposmolality and/or hyponatremia
2762,Acidosis
2763,Alkalosis
2764,Mixed acid-base balance disorder
2765,Volume depletion
2766,Fluid overload
2767,Hyperpotassemia
2768,Hypopotassemia
2769,"Electrolyte and fluid disorders, not elsewhere classified"
277,*Other and unspecified disorders of metabolism
2770,*Cystic fibrosis
27700,Cystic fibrosis without mention of meconium ileus
27701,Cystic fibrosis with mention of meconium ileus
2771,Disorders of porphyrin metabolism
2772,Other disorders of purine and pyrimidine metabolism
2773,Amyloidosis
2774,Disorders of bilirubin excretion
2775,Mucopolysaccharidosis
2776,Other deficiencies of circulating enzymes
2778,Other specified disorders of metabolism
2779,Unspecified disorder of metabolism
278,*Obesity and other hyperalimentation
2780,*Obesity
27800,Obesity unspecified
27801,Morbid obesity
2781,Localized adiposity
2782,Hypervitaminosis A
2783,Hypercarotinemia
2784,Hypervitaminosis D
2788,Other hyperalimentation
279,*Disorders involving the immune mechanism
2790,*Deficiency of humoral immunity
27900,"Hypogammaglobulinemia, unspecified"
27901,Selective IgA immunodeficiency
27902,Selective IgM immunodeficiency
27903,Other selective immunoglobulin deficiency
27904,Congenital hypogammaglobulinemia
27905,Immunodeficiency with increased IgM
27906,Common variable immunodeficiency
27909,Other deficiency of humoral immunity
2791,*Deficiency of cell-mediated immunity
27910,"Immunodeficiency with predominant T-cell defect, unspecified"
27911,DiGeorge's syndrome
27912,Wiskott-Aldrich syndrome
27913,Nezelof's syndrome
27919,Other deficiency of cell-mediated immunity
2792,Combined immunity deficiency
2793,Unspecified immunity deficiency
2794,"Autoimmune disease, not elsewhere classified"
2798,Other specified disorders involving the immune mechanism
2799,Unspecified disorder of immune mechanism
280,*Iron deficiency anemias
2800,"Iron deficiency anemias, secondary to blood loss"
2801,"Iron deficiency anemias, secondary to inadequate dietary iron intake"
2808,Other specified iron deficiency anemias
2809,"Iron deficiency anemia, unspecified"
281,*Other deficiency anemias
2810,Pernicious anemia
2811,Other vitamin B12 deficiency anemia
2812,Folate-deficiency anemia
2813,"Other specified megaloblastic anemias, not elsewhere classified"
2814,Protein-deficiency anemia
2818,Anemia associated with other specified nutritional deficiency
2819,Unspecified deficiency anemia
282,*Hereditary hemolytic anemias
2820,Hereditary spherocytosis
2821,Hereditary elliptocytosis
2822,Anemias due to disorders of glutathione metabolism
2823,Other hemolytic anemias due to enzyme deficiency
2824,Thalassemias
2825,Sickle-cell trait
2826,*Sickle-cell anemia
28260,"Sickle-cell anemia, unspecified"
28261,Hb-S disease without mention of crisis
28262,Hb-S disease with mention of crisis
